"longitude","latitude"
-84.503969,33.65879
-84.50406,33.655569
-84.50406,33.655329
-84.50367,33.654569
-84.503539,33.65429
-84.5031,33.652169
-84.503659,33.65214
-84.509099,33.652479
-84.509469,33.652449
-84.51005,33.652229
-84.51145,33.65134
-84.51207,33.65123
-84.512689,33.65123
-84.51307,33.651389
-84.51324,33.651529
-84.5133,33.651719
-84.51344,33.65275
-84.51375,33.653459
-84.513739,33.653969
-84.513549,33.65433
-84.513179,33.654769
-84.512939,33.6553
-84.512919,33.655469
-84.51477,33.65591
-84.51646,33.656309
-84.517059,33.65641
-84.517699,33.65647
-84.519419,33.65649
-84.52005,33.65655
-84.52079,33.656759
-84.524034,33.658285
-84.524579,33.65854
-84.525289,33.658819
-84.526109,33.659019
-84.52723,33.65913
-84.529669,33.6592
-84.529419,33.65985
-84.529279,33.660319
-84.52906,33.661689
-84.528859,33.66217
-84.528679,33.66246
-84.528019,33.663109
-84.527609,33.663389
-84.526939,33.663739
-84.526049,33.664069
-84.525699,33.66416
-84.525439,33.664169
-84.524429,33.66404
-84.524189,33.66402
-84.523879,33.664
-84.522809,33.66406
-84.522599,33.66408
-84.5212,33.66435
-84.51966,33.66472
-84.51909,33.664869
-84.51701,33.665709
-84.51683,33.665819
-84.516474,33.66624
-84.516409,33.66634
-84.51631,33.666549
-84.51605,33.667499
-84.51572,33.66882
-84.51531,33.66985
-84.514559,33.67098
-84.514399,33.671359
-84.514309,33.671669
-84.514249,33.672009
-84.514289,33.673099
-84.514459,33.67451
-84.51449,33.67484
-84.514539,33.674989
-84.514619,33.675129
-84.514579,33.675259
-84.514539,33.675339
-84.514349,33.675359
-84.513619,33.675539
-84.513389,33.675559
-84.51309,33.675559
-84.51071,33.67527
-84.510169,33.67504
-84.509939,33.674829
-84.509219,33.67391
-84.508259,33.67422
-84.506659,33.67467
-84.503829,33.67537
-84.502699,33.6742
-84.50199,33.673569
-84.500519,33.672569
-84.5003,33.67276
-84.49985,33.673039
-84.499489,33.673229
-84.4992,33.673289
-84.4985,33.67334
-84.4971,33.673509
-84.497069,33.674229
-84.49702,33.676279
-84.49702,33.676449
-84.497009,33.677019
-84.49694,33.677269
-84.496869,33.677369
-84.496719,33.67753
-84.495509,33.678
-84.495119,33.678129
-84.49466,33.678399
-84.494099,33.67892
-84.49394,33.679159
-84.49384,33.679419
-84.493809,33.68021
-84.493809,33.68048
-84.493809,33.68239
-84.493809,33.682969
-84.493749,33.68317
-84.49363,33.683359
-84.49234,33.685009
-84.49214,33.685329
-84.490709,33.686979
-84.489379,33.688539
-84.48926,33.688759
-84.489049,33.689599
-84.48906,33.69046
-84.489109,33.6907
-84.489169,33.69087
-84.48943,33.69128
-84.489849,33.69175
-84.49056,33.69259
-84.491409,33.69335
-84.491759,33.69368
-84.49207,33.694019
-84.49298,33.69401
-84.49591,33.694039
-84.49745,33.69407
-84.49739,33.6983
-84.494789,33.698259
-84.493749,33.698239
-84.49115,33.698239
-84.490159,33.69823
-84.4862,33.698159
-84.486169,33.699389
-84.486189,33.699619
-84.486219,33.699819
-84.487299,33.70285
-84.488289,33.70564
-84.48848,33.70618
-84.488529,33.70642
-84.487429,33.7064
-84.484019,33.70634
-84.48348,33.706329
-84.481679,33.7063
-84.481639,33.706579
-84.48153,33.707
-84.481509,33.70733
-84.48175,33.70856
-84.48187,33.708879
-84.48218,33.709409
-84.483009,33.710559
-84.483029,33.71065
-84.483119,33.711589
-84.48313,33.71244
-84.483934,33.715434
-84.484059,33.715959
-84.48407,33.717559
-84.483749,33.71917
-84.48366,33.719939
-84.48469,33.719899
-84.488039,33.71989
-84.488039,33.721229
-84.48797,33.722939
-84.487749,33.723719
-84.487749,33.724329
-84.48803,33.72602
-84.48844,33.727549
-84.488929,33.72853
-84.489189,33.72904
-84.48928,33.729359
-84.489169,33.73048
-84.48893,33.73263
-84.488799,33.735189
-84.488889,33.735639
-84.489599,33.73805
-84.489809,33.738639
-84.490359,33.73941
-84.49103,33.740199
-84.491159,33.74041
-84.491239,33.74058
-84.4914,33.74119
-84.4914,33.741329
-84.490915,33.743499
-84.49078,33.744079
-84.490609,33.74448
-84.490299,33.744879
-84.489809,33.74534
-84.489619,33.745569
-84.489289,33.74632
-84.48898,33.74776
-84.488209,33.75053
-84.48797,33.75154
-84.48672,33.752369
-84.484819,33.75371
-84.484389,33.75396
-84.48352,33.75427
-84.482419,33.754399
-84.479949,33.75445
-84.475969,33.754224
-84.474499,33.753969
-84.471359,33.7533
-84.47075,33.75312
-84.470119,33.75287
-84.468935,33.752349
-84.468635,33.753355
-84.468507,33.754005
-84.468537,33.75421
-84.468576,33.754316
-84.468723,33.754413
-84.469418,33.754371
-84.469447,33.754273
-84.468576,33.754316
