"longitude","latitude"
-84.429441,33.700647
-84.429527,33.700154
-84.42994,33.70019
-84.42975,33.70149
-84.42954,33.70153
-84.429099,33.701569
-84.42771,33.701379
-84.427229,33.7014
-84.42689,33.70146
-84.426429,33.70156
-84.425889,33.701589
-84.421579,33.70148
-84.41825,33.70144
-84.418239,33.701199
-84.41825,33.700379
-84.41831,33.69787
-84.418319,33.6977
-84.417359,33.69768
-84.416839,33.697649
-84.41646,33.6976
-84.41396,33.697
-84.41271,33.6967
-84.41217,33.69659
-84.41061,33.69655
-84.408645,33.696484
-84.40743,33.696459
-84.406499,33.69655
-84.40558,33.69678
-84.40468,33.697009
-84.402759,33.69756
-84.401879,33.697769
-84.40115,33.697879
-84.40064,33.69793
-84.399009,33.69795
-84.397099,33.69784
-84.39565,33.697749
-84.39421,33.697649
-84.39358,33.698159
-84.392559,33.69899
-84.39206,33.699349
-84.39259,33.699499
-84.394819,33.700419
-84.395089,33.70049
-84.39895,33.70041
-84.398939,33.70139
-84.39887,33.704849
-84.398859,33.70517
-84.399229,33.705199
-84.39934,33.70521
-84.40132,33.70523
-84.401309,33.70587
-84.401329,33.706479
-84.40136,33.706719
-84.401489,33.70688
-84.40197,33.707209
-84.4021,33.70753
-84.402089,33.70778
-84.401939,33.70802
-84.40175,33.70804
-84.40056,33.707709
-84.39994,33.70755
-84.399699,33.70751
-84.39953,33.70751
-84.39941,33.707519
-84.39914,33.707499
-84.39871,33.707539
-84.39844,33.707599
-84.398269,33.707599
-84.39811,33.70757
-84.39797,33.70751
-84.397839,33.70739
-84.397569,33.70698
-84.39668,33.70745
-84.39534,33.70815
-84.394349,33.70864
-84.393939,33.709059
-84.393809,33.70922
-84.393569,33.709659
-84.3935,33.70987
-84.39348,33.71289
-84.393459,33.71412
-84.394779,33.71416
-84.397259,33.714209
-84.397569,33.71422
-84.397669,33.714189
-84.39776,33.71303
-84.399049,33.713059
-84.3993,33.713019
-84.399439,33.712959
-84.399539,33.71289
-84.400219,33.71197
-84.399789,33.711829
-84.399659,33.7118
-84.39776,33.71174
-84.39776,33.71303
-84.39772,33.714129
-84.397569,33.71422
-84.393459,33.71412
-84.39347,33.713369
-84.393489,33.71209
-84.392379,33.71209
-84.391409,33.71203
-84.39122,33.711979
-84.39077,33.7118
-84.390159,33.71149
-84.389889,33.711889
-84.389539,33.71236
-84.389439,33.712569
-84.38937,33.71279
-84.3896,33.71283
-84.38986,33.71291
-84.390259,33.713119
-84.390389,33.7132
-84.391619,33.71461
-84.391839,33.71494
-84.39253,33.716469
-84.392639,33.716629
-84.39278,33.71679
-84.39294,33.71693
-84.39309,33.71701
-84.39325,33.717049
-84.39343,33.717039
-84.39341,33.71839
-84.393399,33.71933
-84.393359,33.7221
-84.393185,33.726099
-84.393159,33.726489
-84.39311,33.726749
-84.393029,33.72701
-84.392539,33.72802
-84.392419,33.728599
-84.39241,33.728929
-84.392459,33.729339
-84.393419,33.73177
-84.39358,33.73235
-84.39364,33.732729
-84.39352,33.733439
-84.39348,33.73682
-84.393485,33.74
-84.393419,33.741199
-84.393359,33.74415
-84.393379,33.74534
-84.393359,33.74591
-84.393319,33.746189
-84.393199,33.74638
-84.393009,33.74659
-84.392639,33.747145
-84.39064,33.749639
-84.38982,33.75078
-84.39093,33.751419
-84.39214,33.75205
-84.39345,33.75279
-84.393259,33.75303
-84.39263,33.753819
-84.39192,33.75351
-84.39126,33.75317
