"longitude","latitude"
-84.260029,34.086589
-84.26105,34.085279
-84.261489,34.08446
-84.26165,34.084269
-84.261819,34.084129
-84.262029,34.08399
-84.26232,34.08383
-84.26292,34.083589
-84.26251,34.08299
-84.26105,34.08071
-84.260879,34.08048
-84.2607,34.08034
-84.26048,34.0802
-84.260629,34.07989
-84.2607,34.0796
-84.260709,34.07927
-84.2607,34.078949
-84.260589,34.07697
-84.260569,34.076819
-84.26054,34.076699
-84.26043,34.076429
-84.25955,34.07513
-84.259379,34.07494
-84.259209,34.0748
-84.25902,34.07467
-84.25842,34.074399
-84.257719,34.07414
-84.25732,34.07392
-84.257059,34.07371
-84.25684,34.07348
-84.25659,34.073054
-84.25651,34.07281
-84.25647,34.072609
-84.256459,34.072429
-84.25647,34.072219
-84.256519,34.071979
-84.256569,34.071829
-84.256629,34.0717
-84.256789,34.07143
-84.25705,34.07114
-84.25734,34.07092
-84.257939,34.070579
-84.259969,34.0695
-84.26056,34.06905
-84.260689,34.068919
-84.261079,34.06837
-84.261694,34.067189
-84.26206,34.066499
-84.262479,34.065739
-84.26277,34.065329
-84.264839,34.06314
-84.265349,34.06252
-84.265599,34.06201
-84.26571,34.06156
-84.26577,34.060714
-84.26579,34.060459
-84.265879,34.060109
-84.26604,34.05973
-84.26616,34.05953
-84.266359,34.059269
-84.266559,34.059069
-84.267029,34.058739
-84.268259,34.05815
-84.268819,34.05778
-84.269269,34.05731
-84.270069,34.05628
-84.270539,34.05583
-84.270789,34.055639
-84.27141,34.055295
-84.27187,34.055099
-84.27275,34.054899
-84.273539,34.05485
-84.276369,34.054799
-84.27667,34.05475
-84.277299,34.05456
-84.277809,34.054299
-84.278079,34.054119
-84.27835,34.05388
-84.27868,34.05349
-84.279345,34.05234
-84.28016,34.05093
-84.28038,34.05068
-84.2808,34.050359
-84.28104,34.050219
-84.28139,34.050079
-84.28158,34.050029
-84.282689,34.049889
-84.283149,34.04982
-84.283489,34.049729
-84.283819,34.04959
-84.284989,34.048929
-84.285239,34.04883
-84.285529,34.04875
-84.285899,34.04869
-84.286629,34.048639
-84.287049,34.048599
-84.2874,34.048539
-84.28761,34.048479
-84.28788,34.048369
-84.28806,34.04828
-84.28942,34.047409
-84.289939,34.047139
-84.29311,34.04576
-84.295,34.04496
-84.295929,34.04467
-84.29699,34.04448
-84.298679,34.0443
-84.299009,34.044249
-84.299379,34.04415
-84.29949,34.04409
-84.299559,34.043999
-84.299869,34.04389
-84.30011,34.043799
-84.3021,34.04292
-84.30288,34.04247
-84.304199,34.041409
-84.304909,34.040609
-84.30606,34.03892
-84.306209,34.038639
-84.30631,34.038379
-84.30645,34.03787
-84.30746,34.03812
-84.30877,34.03847
-84.31144,34.039239
-84.31327,34.039829
-84.31337,34.03966
-84.313689,34.039
-84.313749,34.038849
-84.313673,34.038688
-84.313646,34.038577
-84.313736,34.037984
-84.31405,34.03732
-84.314119,34.03693
-84.31425,34.036259
-84.31431,34.03603
-84.31472,34.035319
-84.315719,34.033779
-84.316869,34.032199
-84.31805,34.030579
-84.32004,34.027849
-84.321805,34.025439
-84.32207,34.025079
-84.323909,34.022589
-84.324439,34.02187
-84.32709,34.018115
-84.327699,34.01735
-84.329899,34.014299
-84.332285,34.011035
-84.333759,34.00902
-84.334519,34.007919
-84.335419,34.006219
-84.33582,34.005229
-84.336055,34.00448
-84.33625,34.0038
-84.33689,34.000059
-84.337544,33.996044
-84.337779,33.994619
-84.33828,33.991659
-84.339045,33.988774
-84.339709,33.98693
-84.341129,33.98387
-84.341979,33.98213
-84.34339,33.9793
-84.344719,33.97669
-84.345645,33.974815
-84.346069,33.973969
-84.34797,33.97018
-84.34923,33.967669
-84.349359,33.967419
-84.35035,33.965739
-84.352499,33.96263
-84.353635,33.960979
-84.35462,33.95955
-84.355639,33.958089
-84.356399,33.956769
-84.35709,33.955229
-84.35754,33.95379
-84.357829,33.952359
-84.357979,33.95058
-84.35809,33.949769
-84.358179,33.947699
-84.3583,33.94533
-84.35828,33.9448
-84.358239,33.944599
-84.358179,33.94449
-84.357939,33.944149
-84.357769,33.94399
-84.3576,33.943859
-84.357299,33.94375
-84.3568,33.943679
-84.35643,33.943679
-84.35618,33.94371
-84.355969,33.943739
-84.355899,33.94383
-84.35594,33.943939
-84.35717,33.94395
-84.35729,33.944
-84.35735,33.944129
-84.35735,33.94564
